Displacement,Force
2.599999905,26.60000038
2.5,26.89999962
2.5,27.20000076
2.400000095,27.60000038
2.299999952,27.89999962
2.299999952,28.20000076
2.200000048,28.60000038
2.099999905,28.89999962
2.099999905,29.20000076
2,29.60000038
2,29.89999962
1.899999976,30.20000076
1.899999976,30.60000038
1.799999952,30.79999924
1.799999952,31.10000038
1.700000048,31.39999962
1.700000048,31.60000038
1.700000048,31.79999924
1.600000024,32.09999847
1.600000024,32.29999924
1.600000024,32.5
1.600000024,32.59999847
1.5,32.79999924
1.5,33.09999847
1.399999976,33.29999924
1.399999976,33.59999847
1.399999976,33.79999924
1.299999952,34.09999847
1.299999952,34.29999924
1.200000048,34.40000153
1.200000048,34.70000076
1.200000048,34.79999924
1.200000048,35
1.100000024,35.20000076
1.100000024,35.29999924
1.100000024,35.40000153
1.100000024,35.70000076
1,35.79999924
1,36.09999847
1,36.20000076
0.899999976,36.40000153
0.899999976,36.5
0.899999976,36.70000076
0.899999976,36.79999924
0.899999976,36.90000153
0.800000012,37
0.800000012,37.09999847
